,Country,Year,Energy Source,Renewable,Generation_TWh,Emissions_Mt,gCO2_per_kWh
24612,Georgia,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24613,Georgia,2007,Solar,True,0.0,0.0,
24614,Georgia,2007,Wind,True,0.0,0.0,
24615,Georgia,2007,Bioenergy,True,0.0,0.0,
24616,Georgia,2007,Coal,False,0.0,0.0,
24617,Georgia,2007,Gas,False,1.69,1.06,627.2
24618,Germany,2007,Wind,True,40.51,0.5,12.3
24619,Germany,2007,Solar,True,3.14,0.15,47.8
24620,Germany,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24621,Germany,2007,Oil,False,26.58,17.49,658.0
24622,Germany,2007,Nuclear,False,140.53,0.68,4.8
24623,Germany,2007,Hydro,True,21.17,0.5,23.6
24624,Germany,2007,Bioenergy,True,24.62,5.32,216.1
24625,Germany,2007,Coal,False,297.1,290.19,976.7
24626,Germany,2007,Gas,False,77.45,33.4,431.2
24627,Ghana,2007,Solar,True,0.0,0.0,
24628,Ghana,2007,Coal,False,0.0,0.0,
24629,Ghana,2007,Gas,False,0.0,0.0,
24630,Ghana,2007,Hydro,True,3.69,0.09,24.4
24631,Ghana,2007,Nuclear,False,0.0,0.0,
24632,Ghana,2007,Oil,False,3.26,2.15,659.5
24633,Ghana,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24634,Ghana,2007,Bioenergy,True,0.01,0.0,0.0
24635,Ghana,2007,Wind,True,0.0,0.0,
24636,Gibraltar,2007,Wind,True,0.0,0.0,
24637,Gibraltar,2007,Bioenergy,True,0.0,0.0,
24638,Gibraltar,2007,Coal,False,0.0,0.0,
24639,Gibraltar,2007,Gas,False,0.0,0.0,
24640,Gibraltar,2007,Hydro,True,0.0,0.0,
24641,Gibraltar,2007,Nuclear,False,0.0,0.0,
24642,Gibraltar,2007,Oil,False,0.16,0.11,687.5
24643,Gibraltar,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24644,Gibraltar,2007,Solar,True,0.0,0.0,
24645,Greece,2007,Bioenergy,True,0.18,0.04,222.2
24646,Greece,2007,Coal,False,34.68,34.9,1006.3
24647,Greece,2007,Gas,False,14.16,7.56,533.9
24648,Greece,2007,Hydro,True,2.59,0.06,23.2
24649,Greece,2007,Nuclear,False,0.0,0.0,
24650,Greece,2007,Oil,False,8.97,5.9,657.7
24651,Greece,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24652,Greece,2007,Solar,True,0.0,0.0,
24653,Greece,2007,Wind,True,1.82,0.02,11.0
24654,Greenland,2007,Gas,False,0.0,0.0,
24655,Greenland,2007,Wind,True,0.0,0.0,
24656,Greenland,2007,Solar,True,0.0,0.0,
24657,Greenland,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24658,Greenland,2007,Oil,False,0.16,0.11,687.5
24659,Greenland,2007,Nuclear,False,0.0,0.0,
24660,Greenland,2007,Hydro,True,0.2,0.0,0.0
24661,Greenland,2007,Coal,False,0.0,0.0,
24662,Greenland,2007,Bioenergy,True,0.0,0.0,
24663,Grenada,2007,Bioenergy,True,0.0,0.0,
24664,Grenada,2007,Coal,False,0.0,0.0,
24665,Grenada,2007,Gas,False,0.0,0.0,
24666,Grenada,2007,Hydro,True,0.0,0.0,
24667,Grenada,2007,Nuclear,False,0.0,0.0,
24668,Grenada,2007,Oil,False,0.18,0.12,666.7
24669,Grenada,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24670,Grenada,2007,Solar,True,0.0,0.0,
24671,Grenada,2007,Wind,True,0.0,0.0,
24672,Guam,2007,Bioenergy,True,0.0,0.0,
24673,Guam,2007,Coal,False,0.0,0.0,
24674,Guam,2007,Gas,False,0.0,0.0,
24675,Guam,2007,Hydro,True,0.0,0.0,
24676,Guam,2007,Nuclear,False,0.0,0.0,
24677,Guam,2007,Oil,False,1.88,1.24,659.6
24678,Guam,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24679,Guam,2007,Solar,True,0.0,0.0,
24680,Guam,2007,Wind,True,0.0,0.0,
24681,Guatemala,2007,Solar,True,0.0,0.0,
24682,Guatemala,2007,Wind,True,0.0,0.0,
24683,Guatemala,2007,Other renewables excluding bioenergy,True,0.26,0.01,38.5
24684,Guatemala,2007,Oil,False,3.15,2.07,657.1
24685,Guatemala,2007,Nuclear,False,0.0,0.0,
24686,Guatemala,2007,Hydro,True,3.0,0.07,23.3
24687,Guatemala,2007,Gas,False,0.0,0.0,
24688,Guatemala,2007,Coal,False,1.13,0.99,876.1
24689,Guatemala,2007,Bioenergy,True,1.18,0.26,220.3
24690,Guinea,2007,Bioenergy,True,0.0,0.0,
24691,Guinea,2007,Coal,False,0.0,0.0,
24692,Guinea,2007,Gas,False,0.0,0.0,
24693,Guinea,2007,Hydro,True,0.53,0.01,18.9
24694,Guinea,2007,Nuclear,False,0.0,0.0,
24695,Guinea,2007,Oil,False,0.25,0.16,640.0
24696,Guinea,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24697,Guinea,2007,Solar,True,0.0,0.0,
24698,Guinea,2007,Wind,True,0.0,0.0,
24699,Guinea-Bissau,2007,Bioenergy,True,0.0,0.0,
24700,Guinea-Bissau,2007,Coal,False,0.0,0.0,
24701,Guinea-Bissau,2007,Hydro,True,0.0,0.0,
24702,Guinea-Bissau,2007,Nuclear,False,0.0,0.0,
24703,Guinea-Bissau,2007,Oil,False,0.03,0.02,666.7
24704,Guinea-Bissau,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24705,Guinea-Bissau,2007,Solar,True,0.0,0.0,
24706,Guinea-Bissau,2007,Wind,True,0.0,0.0,
24707,Guinea-Bissau,2007,Gas,False,0.0,0.0,
24708,Guyana,2007,Nuclear,False,0.0,0.0,
24709,Guyana,2007,Bioenergy,True,0.01,0.0,0.0
24710,Guyana,2007,Solar,True,0.0,0.0,
24711,Guyana,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24712,Guyana,2007,Oil,False,0.69,0.45,652.2
24713,Guyana,2007,Hydro,True,0.0,0.0,
24714,Guyana,2007,Gas,False,0.0,0.0,
24715,Guyana,2007,Coal,False,0.0,0.0,
24716,Guyana,2007,Wind,True,0.0,0.0,
24717,Haiti,2007,Nuclear,False,0.0,0.0,
24718,Haiti,2007,Wind,True,0.0,0.0,
24719,Haiti,2007,Bioenergy,True,0.0,0.0,
24720,Haiti,2007,Oil,False,0.31,0.2,645.2
24721,Haiti,2007,Hydro,True,0.15,0.0,0.0
24722,Haiti,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24723,Haiti,2007,Solar,True,0.0,0.0,
24724,Haiti,2007,Gas,False,0.0,0.0,
24725,Haiti,2007,Coal,False,0.0,0.0,
24726,Honduras,2007,Bioenergy,True,0.17,0.04,235.3
24727,Honduras,2007,Nuclear,False,0.0,0.0,
24728,Honduras,2007,Coal,False,0.0,0.0,
24729,Honduras,2007,Hydro,True,2.19,0.05,22.8
24730,Honduras,2007,Oil,False,3.93,2.59,659.0
24731,Honduras,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24732,Honduras,2007,Solar,True,0.0,0.0,
24733,Honduras,2007,Gas,False,0.0,0.0,
24734,Honduras,2007,Wind,True,0.0,0.0,
24735,Hungary,2007,Wind,True,0.11,0.0,0.0
24736,Hungary,2007,Solar,True,0.0,0.0,
24737,Hungary,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24738,Hungary,2007,Oil,False,0.8,0.53,662.5
24739,Hungary,2007,Nuclear,False,14.68,0.07,4.8
24740,Hungary,2007,Hydro,True,0.21,0.0,0.0
24741,Hungary,2007,Gas,False,15.23,7.02,460.9
24742,Hungary,2007,Coal,False,7.37,7.46,1012.2
24743,Hungary,2007,Bioenergy,True,1.56,0.34,217.9
24744,Iceland,2007,Nuclear,False,0.0,0.0,
24745,Iceland,2007,Wind,True,0.0,0.0,
24746,Iceland,2007,Solar,True,0.0,0.0,
24747,Iceland,2007,Other renewables excluding bioenergy,True,3.58,0.13,36.3
24748,Iceland,2007,Oil,False,0.0,0.0,
24749,Iceland,2007,Hydro,True,8.31,0.2,24.1
24750,Iceland,2007,Gas,False,0.0,0.0,
24751,Iceland,2007,Coal,False,0.0,0.0,
24752,Iceland,2007,Bioenergy,True,0.0,0.0,
24753,India,2007,Bioenergy,True,7.4,1.6,216.2
24754,India,2007,Coal,False,533.27,495.61,929.4
24755,India,2007,Hydro,True,122.61,2.91,23.7
24756,India,2007,Nuclear,False,17.83,0.1,5.6
24757,India,2007,Oil,False,13.36,8.79,657.9
24758,India,2007,Solar,True,0.06,0.0,0.0
24759,India,2007,Wind,True,11.68,0.19,16.3
24760,India,2007,Gas,False,90.05,62.41,693.1
24761,Indonesia,2007,Other renewables excluding bioenergy,True,7.02,0.26,37.0
24762,Indonesia,2007,Oil,False,35.41,23.3,658.0
24763,Indonesia,2007,Gas,False,24.8,17.46,704.0
24764,Indonesia,2007,Coal,False,63.9,55.83,873.7
24765,Indonesia,2007,Bioenergy,True,5.98,1.29,215.7
24766,Indonesia,2007,Solar,True,0.0,0.0,
24767,Indonesia,2007,Wind,True,0.0,0.0,
24768,Indonesia,2007,Hydro,True,11.29,0.27,23.9
24769,Iraq,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24770,Iraq,2007,Bioenergy,True,0.0,0.0,
24771,Iraq,2007,Coal,False,0.0,0.0,
24772,Iraq,2007,Gas,False,12.94,9.38,724.9
24773,Iraq,2007,Hydro,True,5.74,0.14,24.4
24774,Iraq,2007,Nuclear,False,0.0,0.0,
24775,Iraq,2007,Oil,False,14.56,9.58,658.0
24776,Iraq,2007,Solar,True,0.0,0.0,
24777,Iraq,2007,Wind,True,0.0,0.0,
24778,Ireland,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24779,Ireland,2007,Oil,False,4.02,2.65,659.2
24780,Ireland,2007,Nuclear,False,0.0,0.0,
24781,Ireland,2007,Hydro,True,0.67,0.02,29.9
24782,Ireland,2007,Gas,False,16.06,7.23,450.2
24783,Ireland,2007,Coal,False,5.44,5.23,961.4
24784,Ireland,2007,Bioenergy,True,0.18,0.04,222.2
24785,Ireland,2007,Wind,True,1.96,0.02,10.2
24786,Ireland,2007,Solar,True,0.0,0.0,
24787,Israel,2007,Bioenergy,True,0.0,0.0,
24788,Israel,2007,Solar,True,0.0,0.0,
24789,Israel,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24790,Israel,2007,Oil,False,5.92,3.9,658.8
24791,Israel,2007,Nuclear,False,0.0,0.0,
24792,Israel,2007,Hydro,True,0.01,0.0,0.0
24793,Israel,2007,Gas,False,10.57,6.04,571.4
24794,Israel,2007,Coal,False,37.28,31.98,857.8
24795,Israel,2007,Wind,True,0.01,0.0,0.0
24796,Italy,2007,Wind,True,4.03,0.05,12.4
24797,Italy,2007,Solar,True,0.04,0.0,0.0
24798,Italy,2007,Other renewables excluding bioenergy,True,5.57,0.21,37.7
24799,Italy,2007,Oil,False,41.63,27.39,657.9
24800,Italy,2007,Nuclear,False,0.0,0.0,
24801,Italy,2007,Hydro,True,32.82,0.78,23.8
24802,Italy,2007,Gas,False,172.71,83.62,484.2
24803,Italy,2007,Coal,False,44.11,41.35,937.4
24804,Italy,2007,Bioenergy,True,5.26,1.14,216.7
24805,Jamaica,2007,Coal,False,0.0,0.0,
24806,Jamaica,2007,Bioenergy,True,0.09,0.02,222.2
24807,Jamaica,2007,Wind,True,0.05,0.0,0.0
24808,Jamaica,2007,Solar,True,0.0,0.0,
24809,Jamaica,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24810,Jamaica,2007,Oil,False,5.76,3.79,658.0
24811,Jamaica,2007,Nuclear,False,0.0,0.0,
24812,Jamaica,2007,Hydro,True,0.16,0.0,0.0
24813,Jamaica,2007,Gas,False,0.0,0.0,
24814,Japan,2007,Bioenergy,True,22.2,4.8,216.2
24815,Japan,2007,Wind,True,2.74,0.03,10.9
24816,Japan,2007,Solar,True,2.31,0.11,47.6
24817,Japan,2007,Oil,False,185.18,121.85,658.0
24818,Japan,2007,Nuclear,False,279.01,1.46,5.2
24819,Japan,2007,Hydro,True,74.51,1.77,23.8
24820,Japan,2007,Gas,False,296.85,161.43,543.8
24821,Japan,2007,Coal,False,317.31,263.43,830.2
24822,Jordan,2007,Bioenergy,True,0.01,0.0,0.0
24823,Jordan,2007,Wind,True,0.0,0.0,
24824,Jordan,2007,Solar,True,0.0,0.0,
24825,Jordan,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24826,Jordan,2007,Oil,False,2.18,1.43,656.0
24827,Jordan,2007,Nuclear,False,0.0,0.0,
24828,Jordan,2007,Hydro,True,0.06,0.0,0.0
24829,Jordan,2007,Gas,False,10.58,7.33,692.8
24830,Jordan,2007,Coal,False,0.0,0.0,
24831,Kazakhstan,2007,Gas,False,5.05,5.01,992.1
24832,Kazakhstan,2007,Coal,False,56.25,51.59,917.2
24833,Kazakhstan,2007,Bioenergy,True,0.0,0.0,
24834,Kazakhstan,2007,Solar,True,0.0,0.0,
24835,Kazakhstan,2007,Wind,True,0.0,0.0,
24836,Kazakhstan,2007,Oil,False,7.15,4.7,657.3
24837,Kazakhstan,2007,Hydro,True,8.17,0.19,23.3
24838,Kenya,2007,Bioenergy,True,0.47,0.1,212.8
24839,Kenya,2007,Gas,False,0.0,0.0,
24840,Kenya,2007,Coal,False,0.0,0.0,
24841,Kenya,2007,Hydro,True,3.45,0.08,23.2
24842,Kenya,2007,Nuclear,False,0.0,0.0,
24843,Kenya,2007,Oil,False,1.73,1.14,659.0
24844,Kenya,2007,Other renewables excluding bioenergy,True,1.02,0.04,39.2
24845,Kenya,2007,Solar,True,0.0,0.0,
24846,Kenya,2007,Wind,True,0.0,0.0,
24847,Kiribati,2007,Bioenergy,True,0.0,0.0,
24848,Kiribati,2007,Gas,False,0.0,0.0,
24849,Kiribati,2007,Coal,False,0.0,0.0,
24850,Kiribati,2007,Solar,True,0.0,0.0,
24851,Kiribati,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24852,Kiribati,2007,Oil,False,0.03,0.02,666.7
24853,Kiribati,2007,Hydro,True,0.0,0.0,
24854,Kiribati,2007,Wind,True,0.0,0.0,
24855,Kiribati,2007,Nuclear,False,0.0,0.0,
24856,Kosovo,2007,Bioenergy,True,0.0,0.0,
24857,Kosovo,2007,Coal,False,4.71,4.76,1010.6
24858,Kosovo,2007,Gas,False,0.0,0.0,
24859,Kosovo,2007,Hydro,True,0.09,0.0,0.0
24860,Kosovo,2007,Nuclear,False,0.0,0.0,
24861,Kosovo,2007,Oil,False,0.03,0.02,666.7
24862,Kosovo,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24863,Kosovo,2007,Solar,True,0.0,0.0,
24864,Kuwait,2007,Wind,True,0.0,0.0,
24865,Kuwait,2007,Coal,False,0.0,0.0,
24866,Kuwait,2007,Gas,False,15.55,10.02,644.4
24867,Kuwait,2007,Hydro,True,0.0,0.0,
24868,Kuwait,2007,Nuclear,False,0.0,0.0,
24869,Kuwait,2007,Bioenergy,True,0.0,0.0,
24870,Kuwait,2007,Oil,False,33.2,21.85,658.1
24871,Kuwait,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24872,Kuwait,2007,Solar,True,0.0,0.0,
24873,Latvia,2007,Oil,False,0.02,0.01,500.0
24874,Latvia,2007,Wind,True,0.05,0.0,0.0
24875,Latvia,2007,Solar,True,0.0,0.0,
24876,Latvia,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24877,Latvia,2007,Nuclear,False,0.0,0.0,
24878,Latvia,2007,Hydro,True,2.73,0.06,22.0
24879,Latvia,2007,Gas,False,1.92,0.7,364.6
24880,Latvia,2007,Coal,False,0.0,0.0,
24881,Latvia,2007,Bioenergy,True,0.04,0.01,250.0
24882,Lebanon,2007,Wind,True,0.0,0.0,
24883,Lebanon,2007,Solar,True,0.0,0.0,
24884,Lebanon,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24885,Lebanon,2007,Oil,False,9.99,6.57,657.7
24886,Lebanon,2007,Nuclear,False,0.0,0.0,
24887,Lebanon,2007,Hydro,True,0.58,0.01,17.2
24888,Lebanon,2007,Gas,False,0.0,0.0,
24889,Lebanon,2007,Coal,False,0.0,0.0,
24890,Lebanon,2007,Bioenergy,True,0.0,0.0,
24891,Lesotho,2007,Bioenergy,True,0.0,0.0,
24892,Lesotho,2007,Gas,False,0.0,0.0,
24893,Lesotho,2007,Hydro,True,0.55,0.01,18.2
24894,Lesotho,2007,Nuclear,False,0.0,0.0,
24895,Lesotho,2007,Coal,False,0.0,0.0,
24896,Lesotho,2007,Oil,False,0.0,0.0,
24897,Lesotho,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24898,Lesotho,2007,Solar,True,0.0,0.0,
24899,Lesotho,2007,Wind,True,0.0,0.0,
24900,Liberia,2007,Wind,True,0.0,0.0,
24901,Liberia,2007,Coal,False,0.0,0.0,
24902,Liberia,2007,Nuclear,False,0.0,0.0,
24903,Liberia,2007,Oil,False,0.25,0.16,640.0
24904,Liberia,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24905,Liberia,2007,Solar,True,0.0,0.0,
24906,Liberia,2007,Gas,False,0.0,0.0,
24907,Liberia,2007,Hydro,True,0.0,0.0,
24908,Liberia,2007,Bioenergy,True,0.0,0.0,
24909,Libya,2007,Nuclear,False,0.0,0.0,
24910,Libya,2007,Oil,False,14.69,9.67,658.3
24911,Libya,2007,Bioenergy,True,0.0,0.0,
24912,Libya,2007,Hydro,True,0.0,0.0,
24913,Libya,2007,Gas,False,11.54,10.21,884.7
24914,Libya,2007,Coal,False,0.0,0.0,
24915,Libya,2007,Wind,True,0.0,0.0,
24916,Libya,2007,Solar,True,0.0,0.0,
24917,Libya,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24918,Lithuania,2007,Coal,False,0.0,0.0,
24919,Lithuania,2007,Hydro,True,0.42,0.01,23.8
24920,Lithuania,2007,Wind,True,0.11,0.0,0.0
24921,Lithuania,2007,Nuclear,False,9.83,0.05,5.1
24922,Lithuania,2007,Oil,False,0.65,0.43,661.5
24923,Lithuania,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24924,Lithuania,2007,Solar,True,0.0,0.0,
24925,Lithuania,2007,Bioenergy,True,0.05,0.01,200.0
24926,Lithuania,2007,Gas,False,2.4,0.91,379.2
24927,Luxembourg,2007,Gas,False,2.89,0.95,328.7
24928,Luxembourg,2007,Coal,False,0.0,0.0,
24929,Luxembourg,2007,Bioenergy,True,0.06,0.01,166.7
24930,Luxembourg,2007,Oil,False,0.04,0.03,750.0
24931,Luxembourg,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24932,Luxembourg,2007,Solar,True,0.02,0.0,0.0
24933,Luxembourg,2007,Wind,True,0.06,0.0,0.0
24934,Luxembourg,2007,Hydro,True,0.12,0.0,0.0
24935,Luxembourg,2007,Nuclear,False,0.0,0.0,
24936,Madagascar,2007,Other renewables excluding bioenergy,True,0.0,0.0,
24937,Madagascar,2007,Oil,False,0.4,0.26,650.0
24938,Madagascar,2007,Hydro,True,0.71,0.02,28.2
24939,Madagascar,2007,Nuclear,False,0.0,0.0,
24940,Madagascar,2007,Bioenergy,True,0.01,0.0,0.0
24941,Madagascar,2007,Coal,False,0.0,0.0,
24942,Madagascar,2007,Gas,False,0.0,0.0,
